          STOP_NAME           ; STOP_NUMBER ;   EVENT   ;   85:801:536203-64  ;   85:801:536204-64  ;   85:801:536205-64  ;   85:801:536206-64  ;   85:801:536207-64  ;   85:801:536209-64  ;   85:801:536211-64  ;   85:801:536213-64  ;   85:801:536210-64  ;   85:801:536215-64  ;   85:801:536212-64  ;   85:801:536217-64  ;   85:801:536219-64  ;   85:801:536216-64  ;   85:801:536221-64  ;   85:801:536218-64  ;   85:801:536223-64  ;   85:801:536222-64  ;   85:801:536227-64  ;   85:801:536229-64  ;   85:801:536226-64  ;   85:801:536231-64  ;   85:801:536228-64  ;   85:801:536230-64  ;   85:801:536233-64  ;   85:801:536235-64  ;   85:801:536232-64  ;   85:801:536237-64  ;   85:801:536234-64  ;   85:801:536239-64  ;   85:801:536236-64  ;   85:801:536241-64  ;   85:801:536238-64  ;   85:801:536243-64  ;   85:801:536240-64  ;   85:801:536245-64  ;   85:801:536242-64  ;   85:801:536247-64  ;   85:801:536244-64  ;   85:801:536249-64  ;   85:801:536246-64  ;   85:801:536251-64  ;   85:801:536248-64  ;   85:801:536253-64  ;   85:801:536252-64  ;   85:801:536257-64  ;   85:801:536254-64  ;   85:801:536259-64  ;   85:801:536256-64  ;   85:801:536258-64  ;   85:801:536263-64  ;   85:801:536265-64  ;   85:801:536262-64  ;   85:801:536264-64  ;   85:801:536269-64  ;   85:801:536271-64  ;   85:801:536268-64  ;   85:801:536273-64  ;   85:801:536270-64  ;   85:801:536275-64  ;   85:801:536272-64  ;   85:801:536274-64  ;   85:801:536277-64  ;   85:801:536276-64  
  Mézières VD, collège Raffort;      8557141;  DEPARTURE;  2025-07-01 05:43:00;  2025-07-01 06:13:00;  2025-07-01 06:13:00;  2025-07-01 06:43:00;  2025-07-01 06:43:00;  2025-07-01 07:04:00;  2025-07-01 07:13:00;  2025-07-01 07:22:00;  2025-07-01 07:43:00;  2025-07-01 07:43:00;  2025-07-01 08:13:00;  2025-07-01 08:13:00;  2025-07-01 08:43:00;  2025-07-01 09:13:00;  2025-07-01 09:13:00;  2025-07-01 09:43:00;  2025-07-01 09:45:00;  2025-07-01 10:39:00;  2025-07-01 10:45:00;  2025-07-01 11:15:00;  2025-07-01 11:39:00;  2025-07-01 11:45:00;  2025-07-01 12:09:00;  2025-07-01 12:25:00;  2025-07-01 12:23:00;  2025-07-01 12:45:00;  2025-07-01 13:09:00;  2025-07-01 13:15:00;  2025-07-01 13:39:00;  2025-07-01 13:40:00;  2025-07-01 14:09:00;  2025-07-01 14:15:00;  2025-07-01 14:39:00;  2025-07-01 14:45:00;  2025-07-01 15:09:00;  2025-07-01 15:15:00;  2025-07-01 15:39:00;  2025-07-01 15:43:00;  2025-07-01 16:09:00;  2025-07-01 16:13:00;  2025-07-01 16:43:00;  2025-07-01 16:43:00;  2025-07-01 17:13:00;  2025-07-01 17:13:00;  2025-07-01 18:13:00;  2025-07-01 18:13:00;  2025-07-01 18:43:00;  2025-07-01 18:43:00;  2025-07-01 19:13:00;  2025-07-01 19:43:00;  2025-07-01 19:43:00;  2025-07-01 20:15:00;  2025-07-01 20:39:00;  2025-07-01 21:09:00;  2025-07-01 21:15:00;  2025-07-01 21:45:00;  2025-07-01 22:09:00;  2025-07-01 22:15:00;  2025-07-01 22:39:00;  2025-07-01 22:45:00;  2025-07-01 23:09:00;  2025-07-01 23:39:00;  2025-07-01 23:45:00;  2025-08-01 00:39:00
       Carrouge VD, Croix d'Or;      8570425;    ARRIVAL;  2025-07-01 05:44:00;  2025-07-01 06:13:00;  2025-07-01 06:14:00;  2025-07-01 06:43:00;  2025-07-01 06:44:00;  2025-07-01 07:05:00;  2025-07-01 07:14:00;  2025-07-01 07:23:00;  2025-07-01 07:43:00;  2025-07-01 07:44:00;  2025-07-01 08:13:00;  2025-07-01 08:14:00;  2025-07-01 08:44:00;  2025-07-01 09:13:00;  2025-07-01 09:14:00;  2025-07-01 09:43:00;  2025-07-01 09:46:00;  2025-07-01 10:39:00;  2025-07-01 10:46:00;  2025-07-01 11:16:00;  2025-07-01 11:39:00;  2025-07-01 11:46:00;  2025-07-01 12:09:00;  2025-07-01 12:25:00;  2025-07-01 12:24:00;  2025-07-01 12:46:00;  2025-07-01 13:09:00;  2025-07-01 13:16:00;  2025-07-01 13:39:00;  2025-07-01 13:41:00;  2025-07-01 14:09:00;  2025-07-01 14:16:00;  2025-07-01 14:39:00;  2025-07-01 14:46:00;  2025-07-01 15:09:00;  2025-07-01 15:16:00;  2025-07-01 15:39:00;  2025-07-01 15:44:00;  2025-07-01 16:09:00;  2025-07-01 16:14:00;  2025-07-01 16:43:00;  2025-07-01 16:44:00;  2025-07-01 17:13:00;  2025-07-01 17:14:00;  2025-07-01 18:13:00;  2025-07-01 18:14:00;  2025-07-01 18:43:00;  2025-07-01 18:44:00;  2025-07-01 19:13:00;  2025-07-01 19:43:00;  2025-07-01 19:44:00;  2025-07-01 20:16:00;  2025-07-01 20:39:00;  2025-07-01 21:09:00;  2025-07-01 21:16:00;  2025-07-01 21:46:00;  2025-07-01 22:09:00;  2025-07-01 22:16:00;  2025-07-01 22:39:00;  2025-07-01 22:46:00;  2025-07-01 23:09:00;  2025-07-01 23:39:00;  2025-07-01 23:46:00;  2025-08-01 00:39:00
       Carrouge VD, Croix d'Or;      8570425;  DEPARTURE;  2025-07-01 05:44:00;  2025-07-01 06:13:00;  2025-07-01 06:14:00;  2025-07-01 06:43:00;  2025-07-01 06:44:00;  2025-07-01 07:05:00;  2025-07-01 07:14:00;  2025-07-01 07:23:00;  2025-07-01 07:43:00;  2025-07-01 07:44:00;  2025-07-01 08:13:00;  2025-07-01 08:14:00;  2025-07-01 08:44:00;  2025-07-01 09:13:00;  2025-07-01 09:14:00;  2025-07-01 09:43:00;  2025-07-01 09:46:00;  2025-07-01 10:39:00;  2025-07-01 10:46:00;  2025-07-01 11:16:00;  2025-07-01 11:39:00;  2025-07-01 11:46:00;  2025-07-01 12:09:00;  2025-07-01 12:25:00;  2025-07-01 12:24:00;  2025-07-01 12:46:00;  2025-07-01 13:09:00;  2025-07-01 13:16:00;  2025-07-01 13:39:00;  2025-07-01 13:41:00;  2025-07-01 14:09:00;  2025-07-01 14:16:00;  2025-07-01 14:39:00;  2025-07-01 14:46:00;  2025-07-01 15:09:00;  2025-07-01 15:16:00;  2025-07-01 15:39:00;  2025-07-01 15:44:00;  2025-07-01 16:09:00;  2025-07-01 16:14:00;  2025-07-01 16:43:00;  2025-07-01 16:44:00;  2025-07-01 17:13:00;  2025-07-01 17:14:00;  2025-07-01 18:13:00;  2025-07-01 18:14:00;  2025-07-01 18:43:00;  2025-07-01 18:44:00;  2025-07-01 19:13:00;  2025-07-01 19:43:00;  2025-07-01 19:44:00;  2025-07-01 20:16:00;  2025-07-01 20:39:00;  2025-07-01 21:09:00;  2025-07-01 21:16:00;  2025-07-01 21:46:00;  2025-07-01 22:09:00;  2025-07-01 22:16:00;  2025-07-01 22:39:00;  2025-07-01 22:46:00;  2025-07-01 23:09:00;  2025-07-01 23:39:00;  2025-07-01 23:46:00;  2025-08-01 00:39:00
     Carrouge VD, Ecorcheboeuf;      8591904;    ARRIVAL;  2025-07-01 05:45:00;  2025-07-01 06:12:00;  2025-07-01 06:15:00;  2025-07-01 06:42:00;  2025-07-01 06:45:00;  2025-07-01 07:06:00;  2025-07-01 07:15:00;  2025-07-01 07:24:00;  2025-07-01 07:42:00;  2025-07-01 07:45:00;  2025-07-01 08:12:00;  2025-07-01 08:15:00;  2025-07-01 08:45:00;  2025-07-01 09:12:00;  2025-07-01 09:15:00;  2025-07-01 09:42:00;  2025-07-01 09:47:00;  2025-07-01 10:38:00;  2025-07-01 10:47:00;  2025-07-01 11:17:00;  2025-07-01 11:38:00;  2025-07-01 11:47:00;  2025-07-01 12:08:00;  2025-07-01 12:24:00;  2025-07-01 12:25:00;  2025-07-01 12:47:00;  2025-07-01 13:08:00;  2025-07-01 13:17:00;  2025-07-01 13:38:00;  2025-07-01 13:42:00;  2025-07-01 14:08:00;  2025-07-01 14:17:00;  2025-07-01 14:38:00;  2025-07-01 14:47:00;  2025-07-01 15:08:00;  2025-07-01 15:17:00;  2025-07-01 15:38:00;  2025-07-01 15:45:00;  2025-07-01 16:08:00;  2025-07-01 16:15:00;  2025-07-01 16:42:00;  2025-07-01 16:45:00;  2025-07-01 17:12:00;  2025-07-01 17:15:00;  2025-07-01 18:12:00;  2025-07-01 18:15:00;  2025-07-01 18:42:00;  2025-07-01 18:45:00;  2025-07-01 19:12:00;  2025-07-01 19:42:00;  2025-07-01 19:45:00;  2025-07-01 20:17:00;  2025-07-01 20:38:00;  2025-07-01 21:08:00;  2025-07-01 21:17:00;  2025-07-01 21:47:00;  2025-07-01 22:08:00;  2025-07-01 22:17:00;  2025-07-01 22:38:00;  2025-07-01 22:47:00;  2025-07-01 23:08:00;  2025-07-01 23:38:00;  2025-07-01 23:47:00;  2025-08-01 00:38:00
     Carrouge VD, Ecorcheboeuf;      8591904;  DEPARTURE;  2025-07-01 05:45:00;  2025-07-01 06:12:00;  2025-07-01 06:15:00;  2025-07-01 06:42:00;  2025-07-01 06:45:00;  2025-07-01 07:06:00;  2025-07-01 07:15:00;  2025-07-01 07:24:00;  2025-07-01 07:42:00;  2025-07-01 07:45:00;  2025-07-01 08:12:00;  2025-07-01 08:15:00;  2025-07-01 08:45:00;  2025-07-01 09:12:00;  2025-07-01 09:15:00;  2025-07-01 09:42:00;  2025-07-01 09:47:00;  2025-07-01 10:38:00;  2025-07-01 10:47:00;  2025-07-01 11:17:00;  2025-07-01 11:38:00;  2025-07-01 11:47:00;  2025-07-01 12:08:00;  2025-07-01 12:24:00;  2025-07-01 12:25:00;  2025-07-01 12:47:00;  2025-07-01 13:08:00;  2025-07-01 13:17:00;  2025-07-01 13:38:00;  2025-07-01 13:42:00;  2025-07-01 14:08:00;  2025-07-01 14:17:00;  2025-07-01 14:38:00;  2025-07-01 14:47:00;  2025-07-01 15:08:00;  2025-07-01 15:17:00;  2025-07-01 15:38:00;  2025-07-01 15:45:00;  2025-07-01 16:08:00;  2025-07-01 16:15:00;  2025-07-01 16:42:00;  2025-07-01 16:45:00;  2025-07-01 17:12:00;  2025-07-01 17:15:00;  2025-07-01 18:12:00;  2025-07-01 18:15:00;  2025-07-01 18:42:00;  2025-07-01 18:45:00;  2025-07-01 19:12:00;  2025-07-01 19:42:00;  2025-07-01 19:45:00;  2025-07-01 20:17:00;  2025-07-01 20:38:00;  2025-07-01 21:08:00;  2025-07-01 21:17:00;  2025-07-01 21:47:00;  2025-07-01 22:08:00;  2025-07-01 22:17:00;  2025-07-01 22:38:00;  2025-07-01 22:47:00;  2025-07-01 23:08:00;  2025-07-01 23:38:00;  2025-07-01 23:47:00;  2025-08-01 00:38:00
              Ropraz, Ussières;      8591905;    ARRIVAL;  2025-07-01 05:46:00;  2025-07-01 06:11:00;  2025-07-01 06:16:00;  2025-07-01 06:41:00;  2025-07-01 06:46:00;  2025-07-01 07:07:00;  2025-07-01 07:16:00;  2025-07-01 07:25:00;  2025-07-01 07:41:00;  2025-07-01 07:46:00;  2025-07-01 08:11:00;  2025-07-01 08:16:00;  2025-07-01 08:46:00;  2025-07-01 09:11:00;  2025-07-01 09:16:00;  2025-07-01 09:41:00;  2025-07-01 09:48:00;  2025-07-01 10:37:00;  2025-07-01 10:48:00;  2025-07-01 11:18:00;  2025-07-01 11:37:00;  2025-07-01 11:48:00;  2025-07-01 12:07:00;  2025-07-01 12:23:00;  2025-07-01 12:26:00;  2025-07-01 12:48:00;  2025-07-01 13:07:00;  2025-07-01 13:18:00;  2025-07-01 13:37:00;  2025-07-01 13:43:00;  2025-07-01 14:07:00;  2025-07-01 14:18:00;  2025-07-01 14:37:00;  2025-07-01 14:48:00;  2025-07-01 15:07:00;  2025-07-01 15:18:00;  2025-07-01 15:37:00;  2025-07-01 15:46:00;  2025-07-01 16:07:00;  2025-07-01 16:16:00;  2025-07-01 16:41:00;  2025-07-01 16:46:00;  2025-07-01 17:11:00;  2025-07-01 17:16:00;  2025-07-01 18:11:00;  2025-07-01 18:16:00;  2025-07-01 18:41:00;  2025-07-01 18:46:00;  2025-07-01 19:11:00;  2025-07-01 19:41:00;  2025-07-01 19:46:00;  2025-07-01 20:18:00;  2025-07-01 20:37:00;  2025-07-01 21:07:00;  2025-07-01 21:18:00;  2025-07-01 21:48:00;  2025-07-01 22:07:00;  2025-07-01 22:18:00;  2025-07-01 22:37:00;  2025-07-01 22:48:00;  2025-07-01 23:07:00;  2025-07-01 23:37:00;  2025-07-01 23:48:00;  2025-08-01 00:37:00
              Ropraz, Ussières;      8591905;  DEPARTURE;  2025-07-01 05:46:00;  2025-07-01 06:11:00;  2025-07-01 06:16:00;  2025-07-01 06:41:00;  2025-07-01 06:46:00;  2025-07-01 07:07:00;  2025-07-01 07:16:00;  2025-07-01 07:25:00;  2025-07-01 07:41:00;  2025-07-01 07:46:00;  2025-07-01 08:11:00;  2025-07-01 08:16:00;  2025-07-01 08:46:00;  2025-07-01 09:11:00;  2025-07-01 09:16:00;  2025-07-01 09:41:00;  2025-07-01 09:48:00;  2025-07-01 10:37:00;  2025-07-01 10:48:00;  2025-07-01 11:18:00;  2025-07-01 11:37:00;  2025-07-01 11:48:00;  2025-07-01 12:07:00;  2025-07-01 12:23:00;  2025-07-01 12:26:00;  2025-07-01 12:48:00;  2025-07-01 13:07:00;  2025-07-01 13:18:00;  2025-07-01 13:37:00;  2025-07-01 13:43:00;  2025-07-01 14:07:00;  2025-07-01 14:18:00;  2025-07-01 14:37:00;  2025-07-01 14:48:00;  2025-07-01 15:07:00;  2025-07-01 15:18:00;  2025-07-01 15:37:00;  2025-07-01 15:46:00;  2025-07-01 16:07:00;  2025-07-01 16:16:00;  2025-07-01 16:41:00;  2025-07-01 16:46:00;  2025-07-01 17:11:00;  2025-07-01 17:16:00;  2025-07-01 18:11:00;  2025-07-01 18:16:00;  2025-07-01 18:41:00;  2025-07-01 18:46:00;  2025-07-01 19:11:00;  2025-07-01 19:41:00;  2025-07-01 19:46:00;  2025-07-01 20:18:00;  2025-07-01 20:37:00;  2025-07-01 21:07:00;  2025-07-01 21:18:00;  2025-07-01 21:48:00;  2025-07-01 22:07:00;  2025-07-01 22:18:00;  2025-07-01 22:37:00;  2025-07-01 22:48:00;  2025-07-01 23:07:00;  2025-07-01 23:37:00;  2025-07-01 23:48:00;  2025-08-01 00:37:00
         Ropraz, Home du Jorat;      8592225;    ARRIVAL;  2025-07-01 05:47:00;  2025-07-01 06:10:00;  2025-07-01 06:17:00;  2025-07-01 06:40:00;  2025-07-01 06:47:00;  2025-07-01 07:08:00;  2025-07-01 07:17:00;  2025-07-01 07:26:00;  2025-07-01 07:40:00;  2025-07-01 07:47:00;  2025-07-01 08:10:00;  2025-07-01 08:17:00;  2025-07-01 08:47:00;  2025-07-01 09:10:00;  2025-07-01 09:17:00;  2025-07-01 09:40:00;  2025-07-01 09:49:00;  2025-07-01 10:36:00;  2025-07-01 10:49:00;  2025-07-01 11:19:00;  2025-07-01 11:36:00;  2025-07-01 11:49:00;  2025-07-01 12:06:00;  2025-07-01 12:22:00;  2025-07-01 12:27:00;  2025-07-01 12:49:00;  2025-07-01 13:06:00;  2025-07-01 13:19:00;  2025-07-01 13:36:00;  2025-07-01 13:44:00;  2025-07-01 14:06:00;  2025-07-01 14:19:00;  2025-07-01 14:36:00;  2025-07-01 14:49:00;  2025-07-01 15:06:00;  2025-07-01 15:19:00;  2025-07-01 15:36:00;  2025-07-01 15:47:00;  2025-07-01 16:06:00;  2025-07-01 16:17:00;  2025-07-01 16:40:00;  2025-07-01 16:47:00;  2025-07-01 17:10:00;  2025-07-01 17:17:00;  2025-07-01 18:10:00;  2025-07-01 18:17:00;  2025-07-01 18:40:00;  2025-07-01 18:47:00;  2025-07-01 19:10:00;  2025-07-01 19:40:00;  2025-07-01 19:47:00;  2025-07-01 20:19:00;  2025-07-01 20:36:00;  2025-07-01 21:06:00;  2025-07-01 21:19:00;  2025-07-01 21:49:00;  2025-07-01 22:06:00;  2025-07-01 22:19:00;  2025-07-01 22:36:00;  2025-07-01 22:49:00;  2025-07-01 23:06:00;  2025-07-01 23:36:00;  2025-07-01 23:49:00;  2025-08-01 00:36:00
         Ropraz, Home du Jorat;      8592225;  DEPARTURE;  2025-07-01 05:47:00;  2025-07-01 06:10:00;  2025-07-01 06:17:00;  2025-07-01 06:40:00;  2025-07-01 06:47:00;  2025-07-01 07:08:00;  2025-07-01 07:17:00;  2025-07-01 07:26:00;  2025-07-01 07:40:00;  2025-07-01 07:47:00;  2025-07-01 08:10:00;  2025-07-01 08:17:00;  2025-07-01 08:47:00;  2025-07-01 09:10:00;  2025-07-01 09:17:00;  2025-07-01 09:40:00;  2025-07-01 09:49:00;  2025-07-01 10:36:00;  2025-07-01 10:49:00;  2025-07-01 11:19:00;  2025-07-01 11:36:00;  2025-07-01 11:49:00;  2025-07-01 12:06:00;  2025-07-01 12:22:00;  2025-07-01 12:27:00;  2025-07-01 12:49:00;  2025-07-01 13:06:00;  2025-07-01 13:19:00;  2025-07-01 13:36:00;  2025-07-01 13:44:00;  2025-07-01 14:06:00;  2025-07-01 14:19:00;  2025-07-01 14:36:00;  2025-07-01 14:49:00;  2025-07-01 15:06:00;  2025-07-01 15:19:00;  2025-07-01 15:36:00;  2025-07-01 15:47:00;  2025-07-01 16:06:00;  2025-07-01 16:17:00;  2025-07-01 16:40:00;  2025-07-01 16:47:00;  2025-07-01 17:10:00;  2025-07-01 17:17:00;  2025-07-01 18:10:00;  2025-07-01 18:17:00;  2025-07-01 18:40:00;  2025-07-01 18:47:00;  2025-07-01 19:10:00;  2025-07-01 19:40:00;  2025-07-01 19:47:00;  2025-07-01 20:19:00;  2025-07-01 20:36:00;  2025-07-01 21:06:00;  2025-07-01 21:19:00;  2025-07-01 21:49:00;  2025-07-01 22:06:00;  2025-07-01 22:19:00;  2025-07-01 22:36:00;  2025-07-01 22:49:00;  2025-07-01 23:06:00;  2025-07-01 23:36:00;  2025-07-01 23:49:00;  2025-08-01 00:36:00
       Ropraz, Corcelles-Jorat;      8592224;    ARRIVAL;  2025-07-01 05:48:00;  2025-07-01 06:08:00;  2025-07-01 06:18:00;  2025-07-01 06:38:00;  2025-07-01 06:48:00;  2025-07-01 07:09:00;  2025-07-01 07:18:00;  2025-07-01 07:27:00;  2025-07-01 07:38:00;  2025-07-01 07:48:00;  2025-07-01 08:08:00;  2025-07-01 08:18:00;  2025-07-01 08:48:00;  2025-07-01 09:08:00;  2025-07-01 09:18:00;  2025-07-01 09:38:00;  2025-07-01 09:50:00;  2025-07-01 10:34:00;  2025-07-01 10:50:00;  2025-07-01 11:20:00;  2025-07-01 11:34:00;  2025-07-01 11:50:00;  2025-07-01 12:04:00;  2025-07-01 12:20:00;  2025-07-01 12:28:00;  2025-07-01 12:50:00;  2025-07-01 13:04:00;  2025-07-01 13:20:00;  2025-07-01 13:34:00;  2025-07-01 13:45:00;  2025-07-01 14:04:00;  2025-07-01 14:20:00;  2025-07-01 14:34:00;  2025-07-01 14:50:00;  2025-07-01 15:04:00;  2025-07-01 15:20:00;  2025-07-01 15:34:00;  2025-07-01 15:48:00;  2025-07-01 16:04:00;  2025-07-01 16:18:00;  2025-07-01 16:38:00;  2025-07-01 16:48:00;  2025-07-01 17:08:00;  2025-07-01 17:18:00;  2025-07-01 18:08:00;  2025-07-01 18:18:00;  2025-07-01 18:38:00;  2025-07-01 18:48:00;  2025-07-01 19:08:00;  2025-07-01 19:38:00;  2025-07-01 19:48:00;  2025-07-01 20:20:00;  2025-07-01 20:34:00;  2025-07-01 21:04:00;  2025-07-01 21:20:00;  2025-07-01 21:50:00;  2025-07-01 22:04:00;  2025-07-01 22:20:00;  2025-07-01 22:34:00;  2025-07-01 22:50:00;  2025-07-01 23:04:00;  2025-07-01 23:34:00;  2025-07-01 23:50:00;  2025-08-01 00:34:00
       Ropraz, Corcelles-Jorat;      8592224;  DEPARTURE;  2025-07-01 05:48:00;  2025-07-01 06:08:00;  2025-07-01 06:18:00;  2025-07-01 06:38:00;  2025-07-01 06:48:00;  2025-07-01 07:09:00;  2025-07-01 07:18:00;  2025-07-01 07:27:00;  2025-07-01 07:38:00;  2025-07-01 07:48:00;  2025-07-01 08:08:00;  2025-07-01 08:18:00;  2025-07-01 08:48:00;  2025-07-01 09:08:00;  2025-07-01 09:18:00;  2025-07-01 09:38:00;  2025-07-01 09:50:00;  2025-07-01 10:34:00;  2025-07-01 10:50:00;  2025-07-01 11:20:00;  2025-07-01 11:34:00;  2025-07-01 11:50:00;  2025-07-01 12:04:00;  2025-07-01 12:20:00;  2025-07-01 12:28:00;  2025-07-01 12:50:00;  2025-07-01 13:04:00;  2025-07-01 13:20:00;  2025-07-01 13:34:00;  2025-07-01 13:45:00;  2025-07-01 14:04:00;  2025-07-01 14:20:00;  2025-07-01 14:34:00;  2025-07-01 14:50:00;  2025-07-01 15:04:00;  2025-07-01 15:20:00;  2025-07-01 15:34:00;  2025-07-01 15:48:00;  2025-07-01 16:04:00;  2025-07-01 16:18:00;  2025-07-01 16:38:00;  2025-07-01 16:48:00;  2025-07-01 17:08:00;  2025-07-01 17:18:00;  2025-07-01 18:08:00;  2025-07-01 18:18:00;  2025-07-01 18:38:00;  2025-07-01 18:48:00;  2025-07-01 19:08:00;  2025-07-01 19:38:00;  2025-07-01 19:48:00;  2025-07-01 20:20:00;  2025-07-01 20:34:00;  2025-07-01 21:04:00;  2025-07-01 21:20:00;  2025-07-01 21:50:00;  2025-07-01 22:04:00;  2025-07-01 22:20:00;  2025-07-01 22:34:00;  2025-07-01 22:50:00;  2025-07-01 23:04:00;  2025-07-01 23:34:00;  2025-07-01 23:50:00;  2025-08-01 00:34:00
        Montpreveyres, village;      8570417;    ARRIVAL;  2025-07-01 05:50:00;  2025-07-01 06:06:00;  2025-07-01 06:20:00;  2025-07-01 06:36:00;  2025-07-01 06:50:00;  2025-07-01 07:11:00;  2025-07-01 07:20:00;  2025-07-01 07:29:00;  2025-07-01 07:36:00;  2025-07-01 07:50:00;  2025-07-01 08:06:00;  2025-07-01 08:20:00;  2025-07-01 08:50:00;  2025-07-01 09:06:00;  2025-07-01 09:20:00;  2025-07-01 09:36:00;  2025-07-01 09:52:00;  2025-07-01 10:33:00;  2025-07-01 10:52:00;  2025-07-01 11:22:00;  2025-07-01 11:33:00;  2025-07-01 11:52:00;  2025-07-01 12:03:00;  2025-07-01 12:19:00;  2025-07-01 12:30:00;  2025-07-01 12:52:00;  2025-07-01 13:03:00;  2025-07-01 13:22:00;  2025-07-01 13:33:00;  2025-07-01 13:47:00;  2025-07-01 14:03:00;  2025-07-01 14:22:00;  2025-07-01 14:33:00;  2025-07-01 14:52:00;  2025-07-01 15:03:00;  2025-07-01 15:22:00;  2025-07-01 15:33:00;  2025-07-01 15:50:00;  2025-07-01 16:03:00;  2025-07-01 16:20:00;  2025-07-01 16:36:00;  2025-07-01 16:50:00;  2025-07-01 17:06:00;  2025-07-01 17:20:00;  2025-07-01 18:06:00;  2025-07-01 18:20:00;  2025-07-01 18:36:00;  2025-07-01 18:50:00;  2025-07-01 19:06:00;  2025-07-01 19:36:00;  2025-07-01 19:50:00;  2025-07-01 20:22:00;  2025-07-01 20:33:00;  2025-07-01 21:03:00;  2025-07-01 21:22:00;  2025-07-01 21:52:00;  2025-07-01 22:03:00;  2025-07-01 22:22:00;  2025-07-01 22:33:00;  2025-07-01 22:52:00;  2025-07-01 23:03:00;  2025-07-01 23:33:00;  2025-07-01 23:52:00;  2025-08-01 00:33:00
        Montpreveyres, village;      8570417;  DEPARTURE;  2025-07-01 05:50:00;  2025-07-01 06:06:00;  2025-07-01 06:20:00;  2025-07-01 06:36:00;  2025-07-01 06:50:00;  2025-07-01 07:11:00;  2025-07-01 07:20:00;  2025-07-01 07:29:00;  2025-07-01 07:36:00;  2025-07-01 07:50:00;  2025-07-01 08:06:00;  2025-07-01 08:20:00;  2025-07-01 08:50:00;  2025-07-01 09:06:00;  2025-07-01 09:20:00;  2025-07-01 09:36:00;  2025-07-01 09:52:00;  2025-07-01 10:33:00;  2025-07-01 10:52:00;  2025-07-01 11:22:00;  2025-07-01 11:33:00;  2025-07-01 11:52:00;  2025-07-01 12:03:00;  2025-07-01 12:19:00;  2025-07-01 12:30:00;  2025-07-01 12:52:00;  2025-07-01 13:03:00;  2025-07-01 13:22:00;  2025-07-01 13:33:00;  2025-07-01 13:47:00;  2025-07-01 14:03:00;  2025-07-01 14:22:00;  2025-07-01 14:33:00;  2025-07-01 14:52:00;  2025-07-01 15:03:00;  2025-07-01 15:22:00;  2025-07-01 15:33:00;  2025-07-01 15:50:00;  2025-07-01 16:03:00;  2025-07-01 16:20:00;  2025-07-01 16:36:00;  2025-07-01 16:50:00;  2025-07-01 17:06:00;  2025-07-01 17:20:00;  2025-07-01 18:06:00;  2025-07-01 18:20:00;  2025-07-01 18:36:00;  2025-07-01 18:50:00;  2025-07-01 19:06:00;  2025-07-01 19:36:00;  2025-07-01 19:50:00;  2025-07-01 20:22:00;  2025-07-01 20:33:00;  2025-07-01 21:03:00;  2025-07-01 21:22:00;  2025-07-01 21:52:00;  2025-07-01 22:03:00;  2025-07-01 22:22:00;  2025-07-01 22:33:00;  2025-07-01 22:52:00;  2025-07-01 23:03:00;  2025-07-01 23:33:00;  2025-07-01 23:52:00;  2025-08-01 00:33:00
       Montpreveyres, Balances;      8579240;    ARRIVAL;  2025-07-01 05:52:00;  2025-07-01 06:04:00;  2025-07-01 06:22:00;  2025-07-01 06:34:00;  2025-07-01 06:52:00;  2025-07-01 07:13:00;  2025-07-01 07:22:00;  2025-07-01 07:31:00;  2025-07-01 07:34:00;  2025-07-01 07:52:00;  2025-07-01 08:04:00;  2025-07-01 08:22:00;  2025-07-01 08:52:00;  2025-07-01 09:04:00;  2025-07-01 09:22:00;  2025-07-01 09:34:00;  2025-07-01 09:54:00;  2025-07-01 10:31:00;  2025-07-01 10:54:00;  2025-07-01 11:24:00;  2025-07-01 11:31:00;  2025-07-01 11:54:00;  2025-07-01 12:01:00;  2025-07-01 12:17:00;  2025-07-01 12:32:00;  2025-07-01 12:54:00;  2025-07-01 13:01:00;  2025-07-01 13:24:00;  2025-07-01 13:31:00;  2025-07-01 13:49:00;  2025-07-01 14:01:00;  2025-07-01 14:24:00;  2025-07-01 14:31:00;  2025-07-01 14:54:00;  2025-07-01 15:01:00;  2025-07-01 15:24:00;  2025-07-01 15:31:00;  2025-07-01 15:52:00;  2025-07-01 16:01:00;  2025-07-01 16:22:00;  2025-07-01 16:34:00;  2025-07-01 16:52:00;  2025-07-01 17:04:00;  2025-07-01 17:22:00;  2025-07-01 18:04:00;  2025-07-01 18:22:00;  2025-07-01 18:34:00;  2025-07-01 18:52:00;  2025-07-01 19:04:00;  2025-07-01 19:34:00;  2025-07-01 19:52:00;  2025-07-01 20:24:00;  2025-07-01 20:31:00;  2025-07-01 21:01:00;  2025-07-01 21:24:00;  2025-07-01 21:54:00;  2025-07-01 22:01:00;  2025-07-01 22:24:00;  2025-07-01 22:31:00;  2025-07-01 22:54:00;  2025-07-01 23:01:00;  2025-07-01 23:31:00;  2025-07-01 23:54:00;  2025-08-01 00:31:00
