LINE_ID;LINE_NAME;TRANSPORTER;MEAN_OF_TRANSPORT;JOURNEY_ID;STOP_NUMBER;CANCELLED;ARRIVAL;ARRIVAL_REAL;ARRIVAL_REAL_STATUS;DEPARTURE;DEPARTURE_REAL;DEPARTURE_REAL_STATUS
85:764:705;705;MBC Auto;Bus;85:764:5000_705-R-201_0618_BPS3;8595213;False;08.01.2025 06:30;08.01.2025 06:31:41;REAL;08.01.2025 06:30;08.01.2025 06:31:46;REAL
85:764:705;705;MBC Auto;Bus;85:764:5000_705-R-201_0618_BPS3;8588872;False;08.01.2025 06:32;08.01.2025 06:33:16;REAL;08.01.2025 06:32;08.01.2025 06:33:21;REAL
85:764:705;705;MBC Auto;Bus;85:764:5000_705-R-201_0618_BPS3;8592242;False;08.01.2025 06:33;08.01.2025 06:34:20;REAL;08.01.2025 06:33;08.01.2025 06:34:25;REAL
85:764:705;705;MBC Auto;Bus;85:764:5000_705-R-201_0618_BPS3;8592239;False;08.01.2025 06:34;08.01.2025 06:35:52;REAL;08.01.2025 06:34;08.01.2025 06:35:57;REAL
85:764:705;705;MBC Auto;Bus;85:764:5000_705-R-201_0618_BPS3;8592241;False;08.01.2025 06:35;08.01.2025 06:36:38;REAL;08.01.2025 06:35;08.01.2025 06:36:43;REAL
85:764:705;705;MBC Auto;Bus;85:764:5000_705-R-201_0618_BPS3;8592240;False;08.01.2025 06:37;08.01.2025 06:38:06;REAL;08.01.2025 06:37;08.01.2025 06:38:18;REAL
85:764:705;705;MBC Auto;Bus;85:764:5000_705-R-201_0618_BPS3;8579230;False;08.01.2025 06:39;08.01.2025 06:39:56;REAL;08.01.2025 06:39;08.01.2025 06:41:21;REAL
85:764:705;705;MBC Auto;Bus;85:764:5000_705-R-201_0618_BPS3;8588898;False;08.01.2025 06:40;08.01.2025 06:43:05;REAL;08.01.2025 06:40;08.01.2025 06:43:10;REAL
85:764:705;705;MBC Auto;Bus;85:764:5000_705-R-201_0618_BPS3;8595218;False;08.01.2025 06:41;08.01.2025 06:44:29;REAL;08.01.2025 06:41;08.01.2025 06:44:34;REAL
85:764:705;705;MBC Auto;Bus;85:764:5000_705-R-201_0618_BPS3;8511344;False;08.01.2025 06:41;08.01.2025 06:45:07;REAL;08.01.2025 06:41;08.01.2025 06:45:12;REAL
85:764:705;705;MBC Auto;Bus;85:764:5000_705-R-201_0618_BPS3;8595219;False;08.01.2025 06:42;08.01.2025 06:45:43;REAL;08.01.2025 06:42;08.01.2025 06:45:48;REAL
85:764:705;705;MBC Auto;Bus;85:764:5000_705-R-201_0618_BPS3;8592254;False;08.01.2025 06:44;08.01.2025 06:47:17;PROGNOSE;;;
85:764:705;705;MBC Auto;Bus;85:764:5001_705-A-101_0540_BPS3;8592254;False;;;;08.01.2025 05:40;08.01.2025 05:40:00;REAL
85:764:705;705;MBC Auto;Bus;85:764:5001_705-A-101_0540_BPS3;8595219;False;08.01.2025 05:41;08.01.2025 05:41:18;REAL;08.01.2025 05:41;08.01.2025 05:41:18;REAL
85:764:705;705;MBC Auto;Bus;85:764:5001_705-A-101_0540_BPS3;8511344;False;08.01.2025 05:42;08.01.2025 05:42:00;REAL;08.01.2025 05:42;08.01.2025 05:42:00;REAL
85:764:705;705;MBC Auto;Bus;85:764:5001_705-A-101_0540_BPS3;8595218;False;08.01.2025 05:42;08.01.2025 05:42:28;REAL;08.01.2025 05:42;08.01.2025 05:42:28;REAL
85:764:705;705;MBC Auto;Bus;85:764:5001_705-A-101_0540_BPS3;8588898;False;08.01.2025 05:43;08.01.2025 05:43:50;REAL;08.01.2025 05:43;08.01.2025 05:43:50;REAL
85:764:705;705;MBC Auto;Bus;85:764:5001_705-A-101_0540_BPS3;8579230;False;08.01.2025 05:44;08.01.2025 05:48:02;REAL;08.01.2025 05:44;08.01.2025 05:48:07;REAL
85:764:705;705;MBC Auto;Bus;85:764:5001_705-A-101_0540_BPS3;8592240;False;08.01.2025 05:47;08.01.2025 05:49:51;REAL;08.01.2025 05:47;08.01.2025 05:49:56;REAL
85:764:705;705;MBC Auto;Bus;85:764:5001_705-A-101_0540_BPS3;8592241;False;08.01.2025 05:48;08.01.2025 05:50:47;REAL;08.01.2025 05:48;08.01.2025 05:50:52;REAL
85:764:705;705;MBC Auto;Bus;85:764:5001_705-A-101_0540_BPS3;8592239;False;08.01.2025 05:49;08.01.2025 05:51:12;REAL;08.01.2025 05:49;08.01.2025 05:51:17;REAL
85:764:705;705;MBC Auto;Bus;85:764:5001_705-A-101_0540_BPS3;8592242;False;08.01.2025 05:50;08.01.2025 05:52:57;REAL;08.01.2025 05:50;08.01.2025 05:53:02;REAL
85:764:705;705;MBC Auto;Bus;85:764:5001_705-A-101_0540_BPS3;8588872;False;08.01.2025 05:51;08.01.2025 05:54:00;REAL;08.01.2025 05:51;08.01.2025 05:54:05;REAL
85:764:705;705;MBC Auto;Bus;85:764:5001_705-A-101_0540_BPS3;8595213;False;08.01.2025 05:53;08.01.2025 05:54:47;REAL;08.01.2025 05:53;08.01.2025 05:54:52;REAL
85:764:705;705;MBC Auto;Bus;85:764:5001_705-A-101_0540_BPS3;8588875;False;08.01.2025 05:54;08.01.2025 05:55:30;REAL;08.01.2025 05:54;08.01.2025 05:55:35;REAL
85:764:705;705;MBC Auto;Bus;85:764:5001_705-A-101_0540_BPS3;8592243;False;08.01.2025 05:54;08.01.2025 05:56:06;REAL;08.01.2025 05:54;08.01.2025 05:56:11;REAL
85:764:705;705;MBC Auto;Bus;85:764:5001_705-A-101_0540_BPS3;8592244;False;08.01.2025 05:55;08.01.2025 05:57:08;REAL;08.01.2025 05:55;08.01.2025 05:57:19;REAL
85:764:705;705;MBC Auto;Bus;85:764:5001_705-A-101_0540_BPS3;8592248;False;08.01.2025 05:58;08.01.2025 05:59:08;REAL;08.01.2025 05:58;08.01.2025 05:59:13;REAL
85:764:705;705;MBC Auto;Bus;85:764:5001_705-A-101_0540_BPS3;8591961;False;08.01.2025 06:00;08.01.2025 06:00:48;REAL;08.01.2025 06:00;08.01.2025 06:00:53;REAL
85:764:705;705;MBC Auto;Bus;85:764:5001_705-A-101_0540_BPS3;8591946;False;08.01.2025 06:00;08.01.2025 06:01:01;REAL;08.01.2025 06:00;08.01.2025 06:01:06;REAL
85:764:705;705;MBC Auto;Bus;85:764:5001_705-A-101_0540_BPS3;8591951;False;08.01.2025 06:01;08.01.2025 06:02:15;REAL;08.01.2025 06:01;08.01.2025 06:02:20;REAL
85:764:705;705;MBC Auto;Bus;85:764:5001_705-A-101_0540_BPS3;8591947;False;08.01.2025 06:02;08.01.2025 06:02:27;REAL;08.01.2025 06:02;08.01.2025 06:02:32;REAL
85:764:705;705;MBC Auto;Bus;85:764:5001_705-A-101_0540_BPS3;8579233;False;08.01.2025 06:04;08.01.2025 06:04:51;REAL;08.01.2025 06:04;08.01.2025 06:04:56;REAL
85:764:705;705;MBC Auto;Bus;85:764:5001_705-A-101_0540_BPS3;8591944;False;08.01.2025 06:05;08.01.2025 06:06:18;REAL;08.01.2025 06:05;08.01.2025 06:06:23;REAL
85:764:705;705;MBC Auto;Bus;85:764:5001_705-A-101_0540_BPS3;8579234;False;08.01.2025 06:07;08.01.2025 06:07:45;PROGNOSE;;;
85:764:705;705;MBC Auto;Bus;85:764:5002_705-R-201_0638_BPS3;8579234;False;;;;08.01.2025 06:38;08.01.2025 06:39:08;REAL
85:764:705;705;MBC Auto;Bus;85:764:5002_705-R-201_0638_BPS3;8579233;False;08.01.2025 06:38;08.01.2025 06:40:01;REAL;08.01.2025 06:38;08.01.2025 06:40:17;REAL
85:764:705;705;MBC Auto;Bus;85:764:5002_705-R-201_0638_BPS3;8591952;False;08.01.2025 06:41;08.01.2025 06:42:18;REAL;08.01.2025 06:41;08.01.2025 06:42:23;REAL
85:764:705;705;MBC Auto;Bus;85:764:5002_705-R-201_0638_BPS3;8591949;False;08.01.2025 06:42;08.01.2025 06:43:06;REAL;08.01.2025 06:42;08.01.2025 06:43:11;REAL
85:764:705;705;MBC Auto;Bus;85:764:5002_705-R-201_0638_BPS3;8591954;False;08.01.2025 06:42;08.01.2025 06:43:36;REAL;08.01.2025 06:42;08.01.2025 06:43:41;REAL
85:764:705;705;MBC Auto;Bus;85:764:5002_705-R-201_0638_BPS3;8591961;False;08.01.2025 06:43;08.01.2025 06:45:08;REAL;08.01.2025 06:43;08.01.2025 06:45:13;REAL
85:764:705;705;MBC Auto;Bus;85:764:5002_705-R-201_0638_BPS3;8592248;False;08.01.2025 06:45;08.01.2025 06:46:20;REAL;08.01.2025 06:45;08.01.2025 06:46:57;REAL
85:764:705;705;MBC Auto;Bus;85:764:5002_705-R-201_0638_BPS3;8592244;False;08.01.2025 06:48;08.01.2025 06:48:04;REAL;08.01.2025 06:48;08.01.2025 06:48:28;REAL
85:764:705;705;MBC Auto;Bus;85:764:5002_705-R-201_0638_BPS3;8592243;False;08.01.2025 06:49;08.01.2025 06:49:45;REAL;08.01.2025 06:49;08.01.2025 06:49:50;REAL
85:764:705;705;MBC Auto;Bus;85:764:5002_705-R-201_0638_BPS3;8588875;False;08.01.2025 06:50;08.01.2025 06:50:33;REAL;08.01.2025 06:50;08.01.2025 06:50:00;REAL
85:764:705;705;MBC Auto;Bus;85:764:5002_705-R-201_0638_BPS3;8595213;False;08.01.2025 06:50;08.01.2025 06:51:55;REAL;08.01.2025 06:50;08.01.2025 06:52:00;REAL
85:764:705;705;MBC Auto;Bus;85:764:5002_705-R-201_0638_BPS3;8588872;False;08.01.2025 06:52;08.01.2025 06:53:32;REAL;08.01.2025 06:52;08.01.2025 06:53:37;REAL
85:764:705;705;MBC Auto;Bus;85:764:5002_705-R-201_0638_BPS3;8592242;False;08.01.2025 06:53;08.01.2025 06:54:38;REAL;08.01.2025 06:53;08.01.2025 06:54:43;REAL
85:764:705;705;MBC Auto;Bus;85:764:5002_705-R-201_0638_BPS3;8592239;False;08.01.2025 06:54;08.01.2025 06:56:00;REAL;08.01.2025 06:54;08.01.2025 06:56:05;REAL
85:764:705;705;MBC Auto;Bus;85:764:5002_705-R-201_0638_BPS3;8592241;False;08.01.2025 06:55;08.01.2025 06:56:56;REAL;08.01.2025 06:55;08.01.2025 06:57:01;REAL
85:764:705;705;MBC Auto;Bus;85:764:5002_705-R-201_0638_BPS3;8592240;False;08.01.2025 06:57;08.01.2025 06:58:21;REAL;08.01.2025 06:57;08.01.2025 06:58:37;REAL
85:764:705;705;MBC Auto;Bus;85:764:5002_705-R-201_0638_BPS3;8579230;False;08.01.2025 06:59;08.01.2025 07:00:01;REAL;08.01.2025 06:59;08.01.2025 07:00:15;REAL
85:764:705;705;MBC Auto;Bus;85:764:5002_705-R-201_0638_BPS3;8588898;False;08.01.2025 07:00;08.01.2025 07:01:49;REAL;08.01.2025 07:00;08.01.2025 07:01:54;REAL
85:764:705;705;MBC Auto;Bus;85:764:5002_705-R-201_0638_BPS3;8595218;False;08.01.2025 07:01;08.01.2025 07:03:14;REAL;08.01.2025 07:01;08.01.2025 07:03:19;REAL
85:764:705;705;MBC Auto;Bus;85:764:5002_705-R-201_0638_BPS3;8511344;False;08.01.2025 07:01;08.01.2025 07:03:46;REAL;08.01.2025 07:01;08.01.2025 07:03:51;REAL
85:764:705;705;MBC Auto;Bus;85:764:5002_705-R-201_0638_BPS3;8595219;False;08.01.2025 07:02;08.01.2025 07:04:34;REAL;08.01.2025 07:02;08.01.2025 07:04:39;REAL
85:764:705;705;MBC Auto;Bus;85:764:5002_705-R-201_0638_BPS3;8592254;False;08.01.2025 07:04;08.01.2025 07:06:08;PROGNOSE;;;
85:764:705;705;MBC Auto;Bus;85:764:5003_705-A-101_0600_BPS3;8592254;False;;;;08.01.2025 06:00;08.01.2025 06:00:34;REAL
85:764:705;705;MBC Auto;Bus;85:764:5003_705-A-101_0600_BPS3;8595219;False;08.01.2025 06:01;08.01.2025 06:02:21;REAL;08.01.2025 06:01;08.01.2025 06:02:26;REAL
85:764:705;705;MBC Auto;Bus;85:764:5003_705-A-101_0600_BPS3;8511344;False;08.01.2025 06:02;08.01.2025 06:03:03;REAL;08.01.2025 06:02;08.01.2025 06:03:08;REAL
85:764:705;705;MBC Auto;Bus;85:764:5003_705-A-101_0600_BPS3;8595218;False;08.01.2025 06:02;08.01.2025 06:03:46;REAL;08.01.2025 06:02;08.01.2025 06:03:51;REAL
85:764:705;705;MBC Auto;Bus;85:764:5003_705-A-101_0600_BPS3;8588898;False;08.01.2025 06:03;08.01.2025 06:05:01;REAL;08.01.2025 06:03;08.01.2025 06:05:06;REAL
85:764:705;705;MBC Auto;Bus;85:764:5003_705-A-101_0600_BPS3;8579230;False;08.01.2025 06:04;08.01.2025 06:06:56;REAL;08.01.2025 06:04;08.01.2025 06:07:01;REAL
85:764:705;705;MBC Auto;Bus;85:764:5003_705-A-101_0600_BPS3;8592240;False;08.01.2025 06:07;08.01.2025 06:08:59;REAL;08.01.2025 06:07;08.01.2025 06:09:04;REAL
85:764:705;705;MBC Auto;Bus;85:764:5003_705-A-101_0600_BPS3;8592241;False;08.01.2025 06:08;08.01.2025 06:09:51;REAL;08.01.2025 06:08;08.01.2025 06:09:56;REAL
85:764:705;705;MBC Auto;Bus;85:764:5003_705-A-101_0600_BPS3;8592239;False;08.01.2025 06:09;08.01.2025 06:11:51;REAL;08.01.2025 06:09;08.01.2025 06:11:56;REAL
85:764:705;705;MBC Auto;Bus;85:764:5003_705-A-101_0600_BPS3;8592242;False;08.01.2025 06:10;08.01.2025 06:12:20;REAL;08.01.2025 06:10;08.01.2025 06:12:34;REAL
85:764:705;705;MBC Auto;Bus;85:764:5003_705-A-101_0600_BPS3;8588872;False;08.01.2025 06:11;08.01.2025 06:13:24;REAL;08.01.2025 06:11;08.01.2025 06:13:29;REAL
85:764:705;705;MBC Auto;Bus;85:764:5003_705-A-101_0600_BPS3;8595213;False;08.01.2025 06:13;08.01.2025 06:14:58;REAL;08.01.2025 06:13;08.01.2025 06:15:03;REAL
85:764:705;705;MBC Auto;Bus;85:764:5003_705-A-101_0600_BPS3;8588875;False;08.01.2025 06:14;08.01.2025 06:15:25;REAL;08.01.2025 06:14;08.01.2025 06:15:41;REAL
85:764:705;705;MBC Auto;Bus;85:764:5003_705-A-101_0600_BPS3;8592243;False;08.01.2025 06:14;08.01.2025 06:16:31;REAL;08.01.2025 06:14;08.01.2025 06:16:36;REAL
85:764:705;705;MBC Auto;Bus;85:764:5003_705-A-101_0600_BPS3;8592244;False;08.01.2025 06:15;08.01.2025 06:18:03;REAL;08.01.2025 06:15;08.01.2025 06:18:08;REAL
85:764:705;705;MBC Auto;Bus;85:764:5003_705-A-101_0600_BPS3;8592248;False;08.01.2025 06:18;08.01.2025 06:19:39;REAL;08.01.2025 06:18;08.01.2025 06:19:44;REAL
85:764:705;705;MBC Auto;Bus;85:764:5003_705-A-101_0600_BPS3;8591961;False;08.01.2025 06:20;08.01.2025 06:20:55;REAL;08.01.2025 06:20;08.01.2025 06:21:07;REAL
85:764:705;705;MBC Auto;Bus;85:764:5003_705-A-101_0600_BPS3;8591946;False;08.01.2025 06:20;08.01.2025 06:21:33;REAL;08.01.2025 06:20;08.01.2025 06:21:38;REAL
85:764:705;705;MBC Auto;Bus;85:764:5003_705-A-101_0600_BPS3;8591951;False;08.01.2025 06:21;08.01.2025 06:22:42;REAL;08.01.2025 06:21;08.01.2025 06:22:47;REAL
85:764:705;705;MBC Auto;Bus;85:764:5003_705-A-101_0600_BPS3;8591947;False;08.01.2025 06:22;08.01.2025 06:23:27;REAL;08.01.2025 06:22;08.01.2025 06:23:32;REAL
85:764:705;705;MBC Auto;Bus;85:764:5003_705-A-101_0600_BPS3;8579233;False;08.01.2025 06:24;08.01.2025 06:25:42;REAL;08.01.2025 06:24;08.01.2025 06:25:47;REAL
85:764:705;705;MBC Auto;Bus;85:764:5003_705-A-101_0600_BPS3;8591944;False;08.01.2025 06:25;08.01.2025 06:27:10;PROGNOSE;08.01.2025 06:25;08.01.2025 06:27:10;PROGNOSE
85:764:705;705;MBC Auto;Bus;85:764:5003_705-A-101_0600_BPS3;8579234;False;08.01.2025 06:27;08.01.2025 06:28:32;PROGNOSE;;;
85:764:705;705;MBC Auto;Bus;85:764:5004_705-R-201_0658_BPS3;8579234;False;;;;08.01.2025 06:58;08.01.2025 06:59:39;REAL
85:764:705;705;MBC Auto;Bus;85:764:5004_705-R-201_0658_BPS3;8579233;False;08.01.2025 06:58;08.01.2025 07:00:43;REAL;08.01.2025 06:58;08.01.2025 07:00:48;REAL
85:764:705;705;MBC Auto;Bus;85:764:5004_705-R-201_0658_BPS3;8591952;False;08.01.2025 07:01;08.01.2025 07:03:52;REAL;08.01.2025 07:01;08.01.2025 07:03:57;REAL
85:764:705;705;MBC Auto;Bus;85:764:5004_705-R-201_0658_BPS3;8591949;False;08.01.2025 07:02;08.01.2025 07:03:29;REAL;08.01.2025 07:02;08.01.2025 07:03:34;REAL
85:764:705;705;MBC Auto;Bus;85:764:5004_705-R-201_0658_BPS3;8591954;False;08.01.2025 07:02;08.01.2025 07:04:18;REAL;08.01.2025 07:02;08.01.2025 07:04:23;REAL
85:764:705;705;MBC Auto;Bus;85:764:5004_705-R-201_0658_BPS3;8591961;False;08.01.2025 07:03;08.01.2025 07:05:16;REAL;08.01.2025 07:03;08.01.2025 07:05:30;REAL
85:764:705;705;MBC Auto;Bus;85:764:5004_705-R-201_0658_BPS3;8592248;False;08.01.2025 07:05;08.01.2025 07:07:35;REAL;08.01.2025 07:05;08.01.2025 07:07:40;REAL
85:764:705;705;MBC Auto;Bus;85:764:5004_705-R-201_0658_BPS3;8592244;False;08.01.2025 07:08;08.01.2025 07:09:27;REAL;08.01.2025 07:08;08.01.2025 07:09:32;REAL
85:764:705;705;MBC Auto;Bus;85:764:5004_705-R-201_0658_BPS3;8592243;False;08.01.2025 07:09;08.01.2025 07:10:54;REAL;08.01.2025 07:09;08.01.2025 07:10:59;REAL
85:764:705;705;MBC Auto;Bus;85:764:5004_705-R-201_0658_BPS3;8588875;False;08.01.2025 07:10;08.01.2025 07:11:44;REAL;08.01.2025 07:10;08.01.2025 07:12:10;REAL
85:764:705;705;MBC Auto;Bus;85:764:5004_705-R-201_0658_BPS3;8595213;False;08.01.2025 07:10;08.01.2025 07:13:23;REAL;08.01.2025 07:10;08.01.2025 07:13:28;REAL
85:764:705;705;MBC Auto;Bus;85:764:5004_705-R-201_0658_BPS3;8588872;False;08.01.2025 07:12;08.01.2025 07:15:01;REAL;08.01.2025 07:12;08.01.2025 07:15:16;REAL
85:764:705;705;MBC Auto;Bus;85:764:5004_705-R-201_0658_BPS3;8592242;False;08.01.2025 07:13;08.01.2025 07:16:09;REAL;08.01.2025 07:13;08.01.2025 07:18:02;REAL
85:764:705;705;MBC Auto;Bus;85:764:5004_705-R-201_0658_BPS3;8592239;False;08.01.2025 07:15;08.01.2025 07:18:26;REAL;08.01.2025 07:15;08.01.2025 07:19:20;REAL
85:764:705;705;MBC Auto;Bus;85:764:5004_705-R-201_0658_BPS3;8592241;False;08.01.2025 07:16;08.01.2025 07:20:30;REAL;08.01.2025 07:16;08.01.2025 07:20:35;REAL
85:764:705;705;MBC Auto;Bus;85:764:5004_705-R-201_0658_BPS3;8592240;False;08.01.2025 07:18;08.01.2025 07:21:46;REAL;08.01.2025 07:18;08.01.2025 07:22:15;REAL
85:764:705;705;MBC Auto;Bus;85:764:5004_705-R-201_0658_BPS3;8579230;False;08.01.2025 07:20;08.01.2025 07:23:46;REAL;08.01.2025 07:20;08.01.2025 07:24:32;REAL
85:764:705;705;MBC Auto;Bus;85:764:5004_705-R-201_0658_BPS3;8588898;False;08.01.2025 07:21;08.01.2025 07:26:29;REAL;08.01.2025 07:21;08.01.2025 07:26:34;REAL
85:764:705;705;MBC Auto;Bus;85:764:5004_705-R-201_0658_BPS3;8595218;False;08.01.2025 07:23;08.01.2025 07:27:39;REAL;08.01.2025 07:23;08.01.2025 07:27:44;REAL
85:764:705;705;MBC Auto;Bus;85:764:5004_705-R-201_0658_BPS3;8511344;False;08.01.2025 07:23;08.01.2025 07:28:40;REAL;08.01.2025 07:23;08.01.2025 07:28:45;REAL
85:764:705;705;MBC Auto;Bus;85:764:5004_705-R-201_0658_BPS3;8595219;False;08.01.2025 07:24;08.01.2025 07:29:11;REAL;08.01.2025 07:24;08.01.2025 07:29:16;REAL
85:764:705;705;MBC Auto;Bus;85:764:5004_705-R-201_0658_BPS3;8592254;False;08.01.2025 07:26;08.01.2025 07:30:57;PROGNOSE;;;
85:764:705;705;MBC Auto;Bus;85:764:5005_705-A-101_0620_BPS3;8592254;False;;;;08.01.2025 06:20;08.01.2025 06:21:57;REAL
85:764:705;705;MBC Auto;Bus;85:764:5005_705-A-101_0620_BPS3;8595219;False;08.01.2025 06:21;08.01.2025 06:23:11;REAL;08.01.2025 06:21;08.01.2025 06:23:16;REAL
85:764:705;705;MBC Auto;Bus;85:764:5005_705-A-101_0620_BPS3;8511344;False;08.01.2025 06:22;08.01.2025 06:23:48;REAL;08.01.2025 06:22;08.01.2025 06:23:53;REAL
85:764:705;705;MBC Auto;Bus;85:764:5005_705-A-101_0620_BPS3;8595218;False;08.01.2025 06:22;08.01.2025 06:24:31;REAL;08.01.2025 06:22;08.01.2025 06:24:36;REAL
85:764:705;705;MBC Auto;Bus;85:764:5005_705-A-101_0620_BPS3;8588898;False;08.01.2025 06:23;08.01.2025 06:25:05;REAL;08.01.2025 06:23;08.01.2025 06:25:10;REAL
85:764:705;705;MBC Auto;Bus;85:764:5005_705-A-101_0620_BPS3;8579230;False;08.01.2025 06:24;08.01.2025 06:26:41;REAL;08.01.2025 06:24;08.01.2025 06:26:46;REAL
85:764:705;705;MBC Auto;Bus;85:764:5005_705-A-101_0620_BPS3;8592240;False;08.01.2025 06:27;08.01.2025 06:28:12;REAL;08.01.2025 06:27;08.01.2025 06:28:47;REAL
85:764:705;705;MBC Auto;Bus;85:764:5005_705-A-101_0620_BPS3;8592241;False;08.01.2025 06:28;08.01.2025 06:29:25;REAL;08.01.2025 06:28;08.01.2025 06:29:30;REAL
85:764:705;705;MBC Auto;Bus;85:764:5005_705-A-101_0620_BPS3;8592239;False;08.01.2025 06:29;08.01.2025 06:30:11;REAL;08.01.2025 06:29;08.01.2025 06:30:16;REAL
85:764:705;705;MBC Auto;Bus;85:764:5005_705-A-101_0620_BPS3;8592242;False;08.01.2025 06:30;08.01.2025 06:31:35;REAL;08.01.2025 06:30;08.01.2025 06:31:48;REAL
85:764:705;705;MBC Auto;Bus;85:764:5005_705-A-101_0620_BPS3;8588872;False;08.01.2025 06:31;08.01.2025 06:32:51;REAL;08.01.2025 06:31;08.01.2025 06:32:56;REAL
85:764:705;705;MBC Auto;Bus;85:764:5005_705-A-101_0620_BPS3;8595213;False;08.01.2025 06:33;08.01.2025 06:34:10;REAL;08.01.2025 06:33;08.01.2025 06:34:15;REAL
85:764:705;705;MBC Auto;Bus;85:764:5005_705-A-101_0620_BPS3;8588875;False;08.01.2025 06:34;08.01.2025 06:35:02;REAL;08.01.2025 06:34;08.01.2025 06:35:17;REAL
85:764:705;705;MBC Auto;Bus;85:764:5005_705-A-101_0620_BPS3;8592243;False;08.01.2025 06:34;08.01.2025 06:35:45;REAL;08.01.2025 06:34;08.01.2025 06:35:50;REAL
85:764:705;705;MBC Auto;Bus;85:764:5005_705-A-101_0620_BPS3;8592244;False;08.01.2025 06:35;08.01.2025 06:36:53;REAL;08.01.2025 06:35;08.01.2025 06:36:58;REAL
85:764:705;705;MBC Auto;Bus;85:764:5005_705-A-101_0620_BPS3;8592248;False;08.01.2025 06:38;08.01.2025 06:39:14;REAL;08.01.2025 06:38;08.01.2025 06:39:19;REAL
85:764:705;705;MBC Auto;Bus;85:764:5005_705-A-101_0620_BPS3;8591961;False;08.01.2025 06:40;08.01.2025 06:40:45;REAL;08.01.2025 06:40;08.01.2025 06:40:50;REAL
85:764:705;705;MBC Auto;Bus;85:764:5005_705-A-101_0620_BPS3;8591946;False;08.01.2025 06:40;08.01.2025 06:41:11;REAL;08.01.2025 06:40;08.01.2025 06:41:16;REAL
85:764:705;705;MBC Auto;Bus;85:764:5005_705-A-101_0620_BPS3;8591951;False;08.01.2025 06:41;08.01.2025 06:41:52;REAL;08.01.2025 06:41;08.01.2025 06:41:57;REAL
85:764:705;705;MBC Auto;Bus;85:764:5005_705-A-101_0620_BPS3;8591947;False;08.01.2025 06:42;08.01.2025 06:42:30;REAL;08.01.2025 06:42;08.01.2025 06:42:35;REAL
85:764:705;705;MBC Auto;Bus;85:764:5005_705-A-101_0620_BPS3;8579233;False;08.01.2025 06:44;08.01.2025 06:44:26;REAL;08.01.2025 06:44;08.01.2025 06:44:31;REAL
85:764:705;705;MBC Auto;Bus;85:764:5005_705-A-101_0620_BPS3;8591944;False;08.01.2025 06:45;08.01.2025 06:45:33;REAL;08.01.2025 06:45;08.01.2025 06:45:38;REAL
85:764:705;705;MBC Auto;Bus;85:764:5005_705-A-101_0620_BPS3;8579234;False;08.01.2025 06:47;08.01.2025 06:47:00;PROGNOSE;;;
85:764:705;705;MBC Auto;Bus;85:764:5006_705-R-203_0713_BPS3;8579234;False;;;;08.01.2025 07:13;08.01.2025 07:14:55;REAL
85:764:705;705;MBC Auto;Bus;85:764:5006_705-R-203_0713_BPS3;8579233;False;08.01.2025 07:13;08.01.2025 07:15:27;REAL;08.01.2025 07:13;08.01.2025 07:15:42;REAL
