          STOP_NAME           ; STOP_NUMBER ;   EVENT   ;   85:801:36001-287  ;   85:801:36003-287  ;   85:801:36005-287  ;   85:801:36002-287  ;   85:801:36007-287  ;   85:801:36006-287  ;   85:801:36015-287  ;   85:801:36013-287  ;   85:801:36017-287  ;   85:801:36014-287  ;   85:801:36018-287  ;   85:801:36023-287  ;   85:801:36027-287  ;   85:801:36022-287  ;   85:801:36024-287  ;   85:801:36033-287  ;   85:801:36026-287  ;   85:801:36035-287  ;   85:801:36028-287  ;   85:801:36039-287  ;   85:801:36030-287  ;   85:801:36032-287  ;   85:801:36041-287  ;   85:801:36034-287  ;   85:801:36043-287  ;   85:801:36038-287  ;   85:801:36045-287  ;   85:801:36040-287  ;   85:801:36049-287  ;   85:801:36055-287  ;   85:801:36057-287  ;   85:801:36044-287  ;   85:801:36061-287  ;   85:801:36048-287  ;   85:801:36063-287  ;   85:801:36050-287  ;   85:801:36052-287  ;   85:801:36067-287  ;   85:801:36054-287  ;   85:801:36056-287  ;   85:801:36058-287  ;   85:801:36071-287  ;   85:801:36060-287  ;   85:801:36073-287  ;   85:801:36062-287  ;   85:801:36075-287  ;   85:801:36077-287  ;   85:801:36066-287  ;   85:801:36079-287  
       Savigny, ancienne poste;      8592228;    ARRIVAL;  2025-07-01 06:00:00;  2025-07-01 06:30:00;  2025-07-01 07:00:00;  2025-07-01 06:23:00;  2025-07-01 07:30:00;  2025-07-01 06:57:00;  2025-07-01 08:00:00;  2025-07-01 07:39:00;  2025-07-01 08:30:00;  2025-07-01 07:53:00;  2025-07-01 08:23:00;  2025-07-01 09:00:00;  2025-07-01 09:30:00;  2025-07-01 09:23:00;  2025-07-01 09:53:00;  2025-07-01 10:41:00;  2025-07-01 10:43:00;  2025-07-01 11:41:00;  2025-07-01 11:43:00;  2025-07-01 12:45:00;  2025-07-01 12:43:00;  2025-07-01 13:12:00;  2025-07-01 13:41:00;  2025-07-01 13:43:00;  2025-07-01 14:41:00;  2025-07-01 14:43:00;  2025-07-01 15:41:00;  2025-07-01 15:53:00;  2025-07-01 16:15:00;  2025-07-01 17:00:00;  2025-07-01 17:30:00;  2025-07-01 16:53:00;  2025-07-01 18:00:00;  2025-07-01 17:23:00;  2025-07-01 18:30:00;  2025-07-01 17:53:00;  2025-07-01 18:23:00;  2025-07-01 19:30:00;  2025-07-01 18:53:00;  2025-07-01 19:23:00;  2025-07-01 19:53:00;  2025-07-01 20:30:00;  2025-07-01 20:43:00;  2025-07-01 21:41:00;  2025-07-01 21:43:00;  2025-07-01 22:41:00;  2025-07-01 23:41:00;  2025-07-01 23:43:00;  2025-08-01 00:32:00
       Savigny, ancienne poste;      8592228;  DEPARTURE;  2025-07-01 06:00:00;  2025-07-01 06:30:00;  2025-07-01 07:00:00;  2025-07-01 06:23:00;  2025-07-01 07:30:00;  2025-07-01 06:57:00;  2025-07-01 08:00:00;  2025-07-01 07:39:00;  2025-07-01 08:30:00;  2025-07-01 07:53:00;  2025-07-01 08:23:00;  2025-07-01 09:00:00;  2025-07-01 09:30:00;  2025-07-01 09:23:00;  2025-07-01 09:53:00;  2025-07-01 10:41:00;  2025-07-01 10:43:00;  2025-07-01 11:41:00;  2025-07-01 11:43:00;  2025-07-01 12:45:00;  2025-07-01 12:43:00;  2025-07-01 13:12:00;  2025-07-01 13:41:00;  2025-07-01 13:43:00;  2025-07-01 14:41:00;  2025-07-01 14:43:00;  2025-07-01 15:41:00;  2025-07-01 15:53:00;  2025-07-01 16:15:00;  2025-07-01 17:00:00;  2025-07-01 17:30:00;  2025-07-01 16:53:00;  2025-07-01 18:00:00;  2025-07-01 17:23:00;  2025-07-01 18:30:00;  2025-07-01 17:53:00;  2025-07-01 18:23:00;  2025-07-01 19:30:00;  2025-07-01 18:53:00;  2025-07-01 19:23:00;  2025-07-01 19:53:00;  2025-07-01 20:30:00;  2025-07-01 20:43:00;  2025-07-01 21:41:00;  2025-07-01 21:43:00;  2025-07-01 22:41:00;  2025-07-01 23:41:00;  2025-07-01 23:43:00;  2025-08-01 00:32:00
         Epalinges, Croisettes;      8579239;    ARRIVAL;                     ;                     ;                     ;  2025-07-01 07:20:00;                     ;                     ;                     ;                     ;                     ;  2025-07-01 08:50:00;  2025-07-01 09:20:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;  2025-07-01 16:50:00;                     ;                     ;                     ;  2025-07-01 17:50:00;                     ;  2025-07-01 18:20:00;                     ;  2025-07-01 18:50:00;  2025-07-01 19:20:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     
         Epalinges, Croisettes;      8579239;  DEPARTURE;                     ;                     ;  2025-07-01 06:11:00;                     ;  2025-07-01 06:41:00;                     ;                     ;                     ;  2025-07-01 07:41:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;  2025-07-01 16:41:00;                     ;  2025-07-01 17:11:00;                     ;  2025-07-01 17:41:00;                     ;                     ;  2025-07-01 18:41:00;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     ;                     
               Savigny, Publoz;      8592233;    ARRIVAL;  2025-07-01 06:01:00;  2025-07-01 06:31:00;  2025-07-01 07:01:00;  2025-07-01 06:22:00;  2025-07-01 07:31:00;  2025-07-01 06:56:00;  2025-07-01 08:01:00;  2025-07-01 07:40:00;  2025-07-01 08:31:00;  2025-07-01 07:52:00;  2025-07-01 08:22:00;  2025-07-01 09:01:00;  2025-07-01 09:31:00;  2025-07-01 09:22:00;  2025-07-01 09:52:00;  2025-07-01 10:42:00;  2025-07-01 10:42:00;  2025-07-01 11:42:00;  2025-07-01 11:42:00;  2025-07-01 12:46:00;  2025-07-01 12:42:00;  2025-07-01 13:11:00;  2025-07-01 13:42:00;  2025-07-01 13:42:00;  2025-07-01 14:42:00;  2025-07-01 14:42:00;  2025-07-01 15:42:00;  2025-07-01 15:52:00;  2025-07-01 16:16:00;  2025-07-01 17:01:00;  2025-07-01 17:31:00;  2025-07-01 16:52:00;  2025-07-01 18:01:00;  2025-07-01 17:22:00;  2025-07-01 18:31:00;  2025-07-01 17:52:00;  2025-07-01 18:22:00;  2025-07-01 19:31:00;  2025-07-01 18:52:00;  2025-07-01 19:22:00;  2025-07-01 19:52:00;  2025-07-01 20:31:00;  2025-07-01 20:42:00;  2025-07-01 21:42:00;  2025-07-01 21:42:00;  2025-07-01 22:42:00;  2025-07-01 23:42:00;  2025-07-01 23:42:00;  2025-08-01 00:33:00
               Savigny, Publoz;      8592233;  DEPARTURE;  2025-07-01 06:01:00;  2025-07-01 06:31:00;  2025-07-01 07:01:00;  2025-07-01 06:22:00;  2025-07-01 07:31:00;  2025-07-01 06:56:00;  2025-07-01 08:01:00;  2025-07-01 07:40:00;  2025-07-01 08:31:00;  2025-07-01 07:52:00;  2025-07-01 08:22:00;  2025-07-01 09:01:00;  2025-07-01 09:31:00;  2025-07-01 09:22:00;  2025-07-01 09:52:00;  2025-07-01 10:42:00;  2025-07-01 10:42:00;  2025-07-01 11:42:00;  2025-07-01 11:42:00;  2025-07-01 12:46:00;  2025-07-01 12:42:00;  2025-07-01 13:11:00;  2025-07-01 13:42:00;  2025-07-01 13:42:00;  2025-07-01 14:42:00;  2025-07-01 14:42:00;  2025-07-01 15:42:00;  2025-07-01 15:52:00;  2025-07-01 16:16:00;  2025-07-01 17:01:00;  2025-07-01 17:31:00;  2025-07-01 16:52:00;  2025-07-01 18:01:00;  2025-07-01 17:22:00;  2025-07-01 18:31:00;  2025-07-01 17:52:00;  2025-07-01 18:22:00;  2025-07-01 19:31:00;  2025-07-01 18:52:00;  2025-07-01 19:22:00;  2025-07-01 19:52:00;  2025-07-01 20:31:00;  2025-07-01 20:42:00;  2025-07-01 21:42:00;  2025-07-01 21:42:00;  2025-07-01 22:42:00;  2025-07-01 23:42:00;  2025-07-01 23:42:00;  2025-08-01 00:33:00
     Savigny, Claie-aux-Moines;      8504172;    ARRIVAL;  2025-07-01 06:04:00;  2025-07-01 06:34:00;  2025-07-01 07:04:00;  2025-07-01 06:21:00;  2025-07-01 07:34:00;  2025-07-01 06:55:00;  2025-07-01 08:04:00;  2025-07-01 07:43:00;  2025-07-01 08:34:00;  2025-07-01 07:51:00;  2025-07-01 08:21:00;  2025-07-01 09:04:00;  2025-07-01 09:34:00;  2025-07-01 09:21:00;  2025-07-01 09:51:00;  2025-07-01 10:45:00;  2025-07-01 10:41:00;  2025-07-01 11:45:00;  2025-07-01 11:41:00;  2025-07-01 12:49:00;  2025-07-01 12:41:00;                     ;  2025-07-01 13:45:00;  2025-07-01 13:41:00;  2025-07-01 14:45:00;  2025-07-01 14:41:00;  2025-07-01 15:45:00;  2025-07-01 15:51:00;  2025-07-01 16:19:00;  2025-07-01 17:04:00;  2025-07-01 17:34:00;  2025-07-01 16:51:00;  2025-07-01 18:04:00;  2025-07-01 17:21:00;  2025-07-01 18:34:00;  2025-07-01 17:51:00;  2025-07-01 18:21:00;  2025-07-01 19:34:00;  2025-07-01 18:51:00;  2025-07-01 19:21:00;  2025-07-01 19:51:00;  2025-07-01 20:34:00;  2025-07-01 20:41:00;  2025-07-01 21:45:00;  2025-07-01 21:41:00;  2025-07-01 22:45:00;  2025-07-01 23:45:00;  2025-07-01 23:41:00;  2025-08-01 00:36:00
     Savigny, Claie-aux-Moines;      8504172;  DEPARTURE;  2025-07-01 06:04:00;  2025-07-01 06:34:00;  2025-07-01 07:04:00;  2025-07-01 06:21:00;  2025-07-01 07:34:00;  2025-07-01 06:55:00;  2025-07-01 08:04:00;  2025-07-01 07:43:00;  2025-07-01 08:34:00;  2025-07-01 07:51:00;  2025-07-01 08:21:00;  2025-07-01 09:04:00;  2025-07-01 09:34:00;  2025-07-01 09:21:00;  2025-07-01 09:51:00;  2025-07-01 10:45:00;  2025-07-01 10:41:00;  2025-07-01 11:45:00;  2025-07-01 11:41:00;  2025-07-01 12:49:00;  2025-07-01 12:41:00;  2025-07-01 13:10:00;  2025-07-01 13:45:00;  2025-07-01 13:41:00;  2025-07-01 14:45:00;  2025-07-01 14:41:00;  2025-07-01 15:45:00;  2025-07-01 15:51:00;  2025-07-01 16:19:00;  2025-07-01 17:04:00;  2025-07-01 17:34:00;  2025-07-01 16:51:00;  2025-07-01 18:04:00;  2025-07-01 17:21:00;  2025-07-01 18:34:00;  2025-07-01 17:51:00;  2025-07-01 18:21:00;  2025-07-01 19:34:00;  2025-07-01 18:51:00;  2025-07-01 19:21:00;  2025-07-01 19:51:00;  2025-07-01 20:34:00;  2025-07-01 20:41:00;  2025-07-01 21:45:00;  2025-07-01 21:41:00;  2025-07-01 22:45:00;  2025-07-01 23:45:00;  2025-07-01 23:41:00;  2025-08-01 00:36:00
              Pully, Ravessoud;      8592194;    ARRIVAL;  2025-07-01 06:05:00;  2025-07-01 06:35:00;  2025-07-01 07:05:00;  2025-07-01 06:20:00;  2025-07-01 07:35:00;  2025-07-01 06:54:00;  2025-07-01 08:05:00;  2025-07-01 07:44:00;  2025-07-01 08:35:00;  2025-07-01 07:50:00;  2025-07-01 08:20:00;  2025-07-01 09:05:00;  2025-07-01 09:35:00;  2025-07-01 09:20:00;  2025-07-01 09:50:00;  2025-07-01 10:46:00;  2025-07-01 10:40:00;  2025-07-01 11:46:00;  2025-07-01 11:40:00;  2025-07-01 12:50:00;  2025-07-01 12:40:00;                     ;  2025-07-01 13:46:00;  2025-07-01 13:40:00;  2025-07-01 14:46:00;  2025-07-01 14:40:00;  2025-07-01 15:46:00;  2025-07-01 15:50:00;  2025-07-01 16:20:00;  2025-07-01 17:05:00;  2025-07-01 17:35:00;  2025-07-01 16:50:00;  2025-07-01 18:05:00;  2025-07-01 17:20:00;  2025-07-01 18:35:00;  2025-07-01 17:50:00;  2025-07-01 18:20:00;  2025-07-01 19:35:00;  2025-07-01 18:50:00;  2025-07-01 19:20:00;  2025-07-01 19:50:00;  2025-07-01 20:35:00;  2025-07-01 20:40:00;  2025-07-01 21:46:00;  2025-07-01 21:40:00;  2025-07-01 22:46:00;  2025-07-01 23:46:00;  2025-07-01 23:40:00;  2025-08-01 00:37:00
              Pully, Ravessoud;      8592194;  DEPARTURE;  2025-07-01 06:05:00;  2025-07-01 06:35:00;  2025-07-01 07:05:00;  2025-07-01 06:20:00;  2025-07-01 07:35:00;  2025-07-01 06:54:00;  2025-07-01 08:05:00;  2025-07-01 07:44:00;  2025-07-01 08:35:00;  2025-07-01 07:50:00;  2025-07-01 08:20:00;  2025-07-01 09:05:00;  2025-07-01 09:35:00;  2025-07-01 09:20:00;  2025-07-01 09:50:00;  2025-07-01 10:46:00;  2025-07-01 10:40:00;  2025-07-01 11:46:00;  2025-07-01 11:40:00;  2025-07-01 12:50:00;  2025-07-01 12:40:00;                     ;  2025-07-01 13:46:00;  2025-07-01 13:40:00;  2025-07-01 14:46:00;  2025-07-01 14:40:00;  2025-07-01 15:46:00;  2025-07-01 15:50:00;  2025-07-01 16:20:00;  2025-07-01 17:05:00;  2025-07-01 17:35:00;  2025-07-01 16:50:00;  2025-07-01 18:05:00;  2025-07-01 17:20:00;  2025-07-01 18:35:00;  2025-07-01 17:50:00;  2025-07-01 18:20:00;  2025-07-01 19:35:00;  2025-07-01 18:50:00;  2025-07-01 19:20:00;  2025-07-01 19:50:00;  2025-07-01 20:35:00;  2025-07-01 20:40:00;  2025-07-01 21:46:00;  2025-07-01 21:40:00;  2025-07-01 22:46:00;  2025-07-01 23:46:00;  2025-07-01 23:40:00;  2025-08-01 00:37:00
         Pully, Monts-de-Pully;      8579249;    ARRIVAL;  2025-07-01 06:06:00;  2025-07-01 06:36:00;  2025-07-01 07:06:00;  2025-07-01 06:19:00;  2025-07-01 07:36:00;  2025-07-01 06:53:00;  2025-07-01 08:06:00;  2025-07-01 07:45:00;  2025-07-01 08:36:00;  2025-07-01 07:49:00;  2025-07-01 08:19:00;  2025-07-01 09:06:00;  2025-07-01 09:36:00;  2025-07-01 09:19:00;  2025-07-01 09:49:00;  2025-07-01 10:46:00;  2025-07-01 10:39:00;  2025-07-01 11:46:00;  2025-07-01 11:39:00;  2025-07-01 12:50:00;  2025-07-01 12:39:00;                     ;  2025-07-01 13:46:00;  2025-07-01 13:39:00;  2025-07-01 14:46:00;  2025-07-01 14:39:00;  2025-07-01 15:46:00;  2025-07-01 15:49:00;  2025-07-01 16:21:00;  2025-07-01 17:06:00;  2025-07-01 17:36:00;  2025-07-01 16:49:00;  2025-07-01 18:06:00;  2025-07-01 17:19:00;  2025-07-01 18:36:00;  2025-07-01 17:49:00;  2025-07-01 18:19:00;  2025-07-01 19:36:00;  2025-07-01 18:49:00;  2025-07-01 19:19:00;  2025-07-01 19:49:00;  2025-07-01 20:36:00;  2025-07-01 20:39:00;  2025-07-01 21:46:00;  2025-07-01 21:39:00;  2025-07-01 22:46:00;  2025-07-01 23:46:00;  2025-07-01 23:39:00;  2025-08-01 00:37:00
         Pully, Monts-de-Pully;      8579249;  DEPARTURE;  2025-07-01 06:06:00;  2025-07-01 06:36:00;  2025-07-01 07:06:00;  2025-07-01 06:19:00;  2025-07-01 07:36:00;  2025-07-01 06:53:00;  2025-07-01 08:06:00;  2025-07-01 07:45:00;  2025-07-01 08:36:00;  2025-07-01 07:49:00;  2025-07-01 08:19:00;  2025-07-01 09:06:00;  2025-07-01 09:36:00;  2025-07-01 09:19:00;  2025-07-01 09:49:00;  2025-07-01 10:46:00;  2025-07-01 10:39:00;  2025-07-01 11:46:00;  2025-07-01 11:39:00;  2025-07-01 12:50:00;  2025-07-01 12:39:00;                     ;  2025-07-01 13:46:00;  2025-07-01 13:39:00;  2025-07-01 14:46:00;  2025-07-01 14:39:00;  2025-07-01 15:46:00;  2025-07-01 15:49:00;  2025-07-01 16:21:00;  2025-07-01 17:06:00;  2025-07-01 17:36:00;  2025-07-01 16:49:00;  2025-07-01 18:06:00;  2025-07-01 17:19:00;  2025-07-01 18:36:00;  2025-07-01 17:49:00;  2025-07-01 18:19:00;  2025-07-01 19:36:00;  2025-07-01 18:49:00;  2025-07-01 19:19:00;  2025-07-01 19:49:00;  2025-07-01 20:36:00;  2025-07-01 20:39:00;  2025-07-01 21:46:00;  2025-07-01 21:39:00;  2025-07-01 22:46:00;  2025-07-01 23:46:00;  2025-07-01 23:39:00;  2025-08-01 00:37:00
        Pully, Trois-Chasseurs;      8579248;    ARRIVAL;  2025-07-01 06:07:00;  2025-07-01 06:37:00;  2025-07-01 07:07:00;  2025-07-01 06:18:00;  2025-07-01 07:37:00;  2025-07-01 06:52:00;  2025-07-01 08:07:00;  2025-07-01 07:46:00;  2025-07-01 08:37:00;  2025-07-01 07:48:00;  2025-07-01 08:18:00;  2025-07-01 09:07:00;  2025-07-01 09:37:00;  2025-07-01 09:18:00;  2025-07-01 09:48:00;  2025-07-01 10:47:00;  2025-07-01 10:38:00;  2025-07-01 11:47:00;  2025-07-01 11:38:00;  2025-07-01 12:51:00;  2025-07-01 12:38:00;                     ;  2025-07-01 13:47:00;  2025-07-01 13:38:00;  2025-07-01 14:47:00;  2025-07-01 14:38:00;  2025-07-01 15:47:00;  2025-07-01 15:48:00;  2025-07-01 16:22:00;  2025-07-01 17:07:00;  2025-07-01 17:37:00;  2025-07-01 16:48:00;  2025-07-01 18:07:00;  2025-07-01 17:18:00;  2025-07-01 18:37:00;  2025-07-01 17:48:00;  2025-07-01 18:18:00;  2025-07-01 19:37:00;  2025-07-01 18:48:00;  2025-07-01 19:18:00;  2025-07-01 19:48:00;  2025-07-01 20:37:00;  2025-07-01 20:38:00;  2025-07-01 21:47:00;  2025-07-01 21:38:00;  2025-07-01 22:47:00;  2025-07-01 23:47:00;  2025-07-01 23:38:00;  2025-08-01 00:38:00
        Pully, Trois-Chasseurs;      8579248;  DEPARTURE;  2025-07-01 06:07:00;  2025-07-01 06:37:00;  2025-07-01 07:07:00;  2025-07-01 06:18:00;  2025-07-01 07:37:00;  2025-07-01 06:52:00;  2025-07-01 08:07:00;  2025-07-01 07:46:00;  2025-07-01 08:37:00;  2025-07-01 07:48:00;  2025-07-01 08:18:00;  2025-07-01 09:07:00;  2025-07-01 09:37:00;  2025-07-01 09:18:00;  2025-07-01 09:48:00;  2025-07-01 10:47:00;  2025-07-01 10:38:00;  2025-07-01 11:47:00;  2025-07-01 11:38:00;  2025-07-01 12:51:00;  2025-07-01 12:38:00;                     ;  2025-07-01 13:47:00;  2025-07-01 13:38:00;  2025-07-01 14:47:00;  2025-07-01 14:38:00;  2025-07-01 15:47:00;  2025-07-01 15:48:00;  2025-07-01 16:22:00;  2025-07-01 17:07:00;  2025-07-01 17:37:00;  2025-07-01 16:48:00;  2025-07-01 18:07:00;  2025-07-01 17:18:00;  2025-07-01 18:37:00;  2025-07-01 17:48:00;  2025-07-01 18:18:00;  2025-07-01 19:37:00;  2025-07-01 18:48:00;  2025-07-01 19:18:00;  2025-07-01 19:48:00;  2025-07-01 20:37:00;  2025-07-01 20:38:00;  2025-07-01 21:47:00;  2025-07-01 21:38:00;  2025-07-01 22:47:00;  2025-07-01 23:47:00;  2025-07-01 23:38:00;  2025-08-01 00:38:00
       Montblesson, Centenaire;      8579247;    ARRIVAL;  2025-07-01 06:09:00;  2025-07-01 06:39:00;  2025-07-01 07:09:00;  2025-07-01 06:17:00;  2025-07-01 07:39:00;  2025-07-01 06:51:00;  2025-07-01 08:09:00;  2025-07-01 07:48:00;  2025-07-01 08:39:00;  2025-07-01 07:47:00;  2025-07-01 08:17:00;  2025-07-01 09:09:00;  2025-07-01 09:39:00;  2025-07-01 09:17:00;  2025-07-01 09:47:00;  2025-07-01 10:48:00;  2025-07-01 10:37:00;  2025-07-01 11:48:00;  2025-07-01 11:37:00;  2025-07-01 12:52:00;  2025-07-01 12:37:00;                     ;  2025-07-01 13:48:00;  2025-07-01 13:37:00;  2025-07-01 14:48:00;  2025-07-01 14:37:00;  2025-07-01 15:48:00;  2025-07-01 15:47:00;  2025-07-01 16:24:00;  2025-07-01 17:09:00;  2025-07-01 17:39:00;  2025-07-01 16:47:00;  2025-07-01 18:09:00;  2025-07-01 17:17:00;  2025-07-01 18:39:00;  2025-07-01 17:47:00;  2025-07-01 18:17:00;  2025-07-01 19:39:00;  2025-07-01 18:47:00;  2025-07-01 19:17:00;  2025-07-01 19:47:00;  2025-07-01 20:39:00;  2025-07-01 20:37:00;  2025-07-01 21:48:00;  2025-07-01 21:37:00;  2025-07-01 22:48:00;  2025-07-01 23:48:00;  2025-07-01 23:37:00;  2025-08-01 00:39:00
       Montblesson, Centenaire;      8579247;  DEPARTURE;  2025-07-01 06:09:00;  2025-07-01 06:39:00;  2025-07-01 07:09:00;  2025-07-01 06:17:00;  2025-07-01 07:39:00;  2025-07-01 06:51:00;  2025-07-01 08:09:00;  2025-07-01 07:48:00;  2025-07-01 08:39:00;  2025-07-01 07:47:00;  2025-07-01 08:17:00;  2025-07-01 09:09:00;  2025-07-01 09:39:00;  2025-07-01 09:17:00;  2025-07-01 09:47:00;  2025-07-01 10:48:00;  2025-07-01 10:37:00;  2025-07-01 11:48:00;  2025-07-01 11:37:00;  2025-07-01 12:52:00;  2025-07-01 12:37:00;                     ;  2025-07-01 13:48:00;  2025-07-01 13:37:00;  2025-07-01 14:48:00;  2025-07-01 14:37:00;  2025-07-01 15:48:00;  2025-07-01 15:47:00;  2025-07-01 16:24:00;  2025-07-01 17:09:00;  2025-07-01 17:39:00;  2025-07-01 16:47:00;  2025-07-01 18:09:00;  2025-07-01 17:17:00;  2025-07-01 18:39:00;  2025-07-01 17:47:00;  2025-07-01 18:17:00;  2025-07-01 19:39:00;  2025-07-01 18:47:00;  2025-07-01 19:17:00;  2025-07-01 19:47:00;  2025-07-01 20:39:00;  2025-07-01 20:37:00;  2025-07-01 21:48:00;  2025-07-01 21:37:00;  2025-07-01 22:48:00;  2025-07-01 23:48:00;  2025-07-01 23:37:00;  2025-08-01 00:39:00
            Lausanne, Rovéréaz;      8579246;    ARRIVAL;  2025-07-01 06:10:00;  2025-07-01 06:40:00;  2025-07-01 07:10:00;  2025-07-01 06:16:00;  2025-07-01 07:40:00;  2025-07-01 06:50:00;  2025-07-01 08:10:00;  2025-07-01 07:49:00;  2025-07-01 08:40:00;  2025-07-01 07:46:00;  2025-07-01 08:16:00;  2025-07-01 09:10:00;  2025-07-01 09:40:00;  2025-07-01 09:16:00;  2025-07-01 09:46:00;  2025-07-01 10:49:00;  2025-07-01 10:36:00;  2025-07-01 11:49:00;  2025-07-01 11:36:00;  2025-07-01 12:53:00;  2025-07-01 12:36:00;                     ;  2025-07-01 13:49:00;  2025-07-01 13:36:00;  2025-07-01 14:49:00;  2025-07-01 14:36:00;  2025-07-01 15:49:00;  2025-07-01 15:46:00;  2025-07-01 16:25:00;  2025-07-01 17:10:00;  2025-07-01 17:40:00;  2025-07-01 16:46:00;  2025-07-01 18:10:00;  2025-07-01 17:16:00;  2025-07-01 18:40:00;  2025-07-01 17:46:00;  2025-07-01 18:16:00;  2025-07-01 19:40:00;  2025-07-01 18:46:00;  2025-07-01 19:16:00;  2025-07-01 19:46:00;  2025-07-01 20:40:00;  2025-07-01 20:36:00;  2025-07-01 21:49:00;  2025-07-01 21:36:00;  2025-07-01 22:49:00;  2025-07-01 23:49:00;  2025-07-01 23:36:00;  2025-08-01 00:40:00
            Lausanne, Rovéréaz;      8579246;  DEPARTURE;  2025-07-01 06:10:00;  2025-07-01 06:40:00;  2025-07-01 07:10:00;  2025-07-01 06:16:00;  2025-07-01 07:40:00;  2025-07-01 06:50:00;  2025-07-01 08:10:00;  2025-07-01 07:49:00;  2025-07-01 08:40:00;  2025-07-01 07:46:00;  2025-07-01 08:16:00;  2025-07-01 09:10:00;  2025-07-01 09:40:00;  2025-07-01 09:16:00;  2025-07-01 09:46:00;  2025-07-01 10:49:00;  2025-07-01 10:36:00;  2025-07-01 11:49:00;  2025-07-01 11:36:00;  2025-07-01 12:53:00;  2025-07-01 12:36:00;                     ;  2025-07-01 13:49:00;  2025-07-01 13:36:00;  2025-07-01 14:49:00;  2025-07-01 14:36:00;  2025-07-01 15:49:00;  2025-07-01 15:46:00;  2025-07-01 16:25:00;  2025-07-01 17:10:00;  2025-07-01 17:40:00;  2025-07-01 16:46:00;  2025-07-01 18:10:00;  2025-07-01 17:16:00;  2025-07-01 18:40:00;  2025-07-01 17:46:00;  2025-07-01 18:16:00;  2025-07-01 19:40:00;  2025-07-01 18:46:00;  2025-07-01 19:16:00;  2025-07-01 19:46:00;  2025-07-01 20:40:00;  2025-07-01 20:36:00;  2025-07-01 21:49:00;  2025-07-01 21:36:00;  2025-07-01 22:49:00;  2025-07-01 23:49:00;  2025-07-01 23:36:00;  2025-08-01 00:40:00
               Lausanne, Foyer;      8579245;    ARRIVAL;  2025-07-01 06:12:00;  2025-07-01 06:42:00;  2025-07-01 07:12:00;  2025-07-01 06:15:00;  2025-07-01 07:42:00;  2025-07-01 06:49:00;  2025-07-01 08:12:00;  2025-07-01 07:51:00;  2025-07-01 08:42:00;  2025-07-01 07:45:00;  2025-07-01 08:15:00;  2025-07-01 09:12:00;  2025-07-01 09:42:00;  2025-07-01 09:15:00;  2025-07-01 09:45:00;  2025-07-01 10:51:00;  2025-07-01 10:35:00;  2025-07-01 11:51:00;  2025-07-01 11:35:00;  2025-07-01 12:55:00;  2025-07-01 12:35:00;                     ;  2025-07-01 13:51:00;  2025-07-01 13:35:00;  2025-07-01 14:51:00;  2025-07-01 14:35:00;  2025-07-01 15:51:00;  2025-07-01 15:45:00;  2025-07-01 16:27:00;  2025-07-01 17:12:00;  2025-07-01 17:42:00;  2025-07-01 16:45:00;  2025-07-01 18:12:00;  2025-07-01 17:15:00;  2025-07-01 18:42:00;  2025-07-01 17:45:00;  2025-07-01 18:15:00;  2025-07-01 19:42:00;  2025-07-01 18:45:00;  2025-07-01 19:15:00;  2025-07-01 19:45:00;  2025-07-01 20:42:00;  2025-07-01 20:35:00;  2025-07-01 21:51:00;  2025-07-01 21:35:00;  2025-07-01 22:51:00;  2025-07-01 23:51:00;  2025-07-01 23:35:00;  2025-08-01 00:42:00
               Lausanne, Foyer;      8579245;  DEPARTURE;  2025-07-01 06:12:00;  2025-07-01 06:42:00;  2025-07-01 07:12:00;  2025-07-01 06:15:00;  2025-07-01 07:42:00;  2025-07-01 06:49:00;  2025-07-01 08:12:00;  2025-07-01 07:51:00;  2025-07-01 08:42:00;  2025-07-01 07:45:00;  2025-07-01 08:15:00;  2025-07-01 09:12:00;  2025-07-01 09:42:00;  2025-07-01 09:15:00;  2025-07-01 09:45:00;  2025-07-01 10:51:00;  2025-07-01 10:35:00;  2025-07-01 11:51:00;  2025-07-01 11:35:00;  2025-07-01 12:55:00;  2025-07-01 12:35:00;                     ;  2025-07-01 13:51:00;  2025-07-01 13:35:00;  2025-07-01 14:51:00;  2025-07-01 14:35:00;  2025-07-01 15:51:00;  2025-07-01 15:45:00;  2025-07-01 16:27:00;  2025-07-01 17:12:00;  2025-07-01 17:42:00;  2025-07-01 16:45:00;  2025-07-01 18:12:00;  2025-07-01 17:15:00;  2025-07-01 18:42:00;  2025-07-01 17:45:00;  2025-07-01 18:15:00;  2025-07-01 19:42:00;  2025-07-01 18:45:00;  2025-07-01 19:15:00;  2025-07-01 19:45:00;  2025-07-01 20:42:00;  2025-07-01 20:35:00;  2025-07-01 21:51:00;  2025-07-01 21:35:00;  2025-07-01 22:51:00;  2025-07-01 23:51:00;  2025-07-01 23:35:00;  2025-08-01 00:42:00
